# BUSCO version is: 5.8.2 
# The lineage dataset is: enterobacteriaceae_odb12 (Creation date: 2024-11-14, number of genomes: 107, number of BUSCOs: 874)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
665at543	Complete	NODE_1017_length_8157_cov_78.837318	3654	6077	+	1607.0	802
668at543	Complete	NODE_152_length_14891_cov_78.964272	10647	10895	+	164.3	81
673at543	Complete	NODE_2145_length_112275_cov_77.552353	69352	69609	+	177.6	85
687at543	Complete	NODE_1573_length_22126_cov_70.879776	13748	13155	-	393.1	195
699at543	Complete	NODE_877_length_31483_cov_78.652222	23054	23755	+	471.4	233
703at543	Complete	NODE_286_length_41180_cov_81.233269	22035	22406	+	260.4	122
706at543	Complete	NODE_286_length_41180_cov_81.233269	28086	28475	+	287.0	129
708at543	Complete	NODE_895_length_14892_cov_65.747314	2158	2937	+	536.2	257
725at543	Complete	NODE_1709_length_68036_cov_72.575531	15063	14569	-	373.5	164
736at543	Complete	NODE_2132_length_53289_cov_67.616959	15216	16190	+	710.8	324
747at543	Complete	NODE_22_length_21196_cov_74.466599	6527	5976	-	353.7	182
756at543	Complete	NODE_926_length_95421_cov_71.123581	28056	28559	+	311.2	165
778at543	Complete	NODE_626_length_8769_cov_75.351463	1018	1959	+	597.3	310
787at543	Complete	NODE_877_length_31483_cov_78.652222	16753	18393	+	1132.7	544
798at543	Complete	NODE_2129_length_51924_cov_72.758377	28685	29332	+	437.4	212
812at543	Complete	NODE_364_length_5946_cov_85.734779	2926	3153	+	173.2	75
814at543	Complete	NODE_989_length_51512_cov_75.450089	3073	1427	-	1103.2	547
820at543	Complete	NODE_2132_length_53289_cov_67.616959	32407	31619	-	550.8	261
829at543	Complete	NODE_1024_length_7788_cov_69.617615	3894	2479	-	985.7	463
837at543	Complete	NODE_152_length_14891_cov_78.964272	2180	2656	+	264.9	144
843at543	Complete	NODE_269_length_60008_cov_74.420364	41674	42651	+	611.1	302
845at543	Complete	NODE_895_length_14892_cov_65.747314	6017	5262	-	444.0	248
846at543	Complete	NODE_2159_length_50550_cov_71.258598	12596	13786	+	821.9	396
847at543	Complete	NODE_165_length_7679_cov_64.909882	3153	2854	-	155.0	89
858at543	Complete	NODE_22_length_21196_cov_74.466599	764	120	-	414.7	214
862at543	Complete	NODE_2159_length_50550_cov_71.258598	7684	5072	-	1872.4	869
864at543	Complete	NODE_1570_length_36954_cov_78.025352	24206	25156	+	621.4	314
873at543	Complete	NODE_679_length_36641_cov_70.533279	15487	16572	+	773.6	359
874at543	Complete	NODE_2006_length_20165_cov_69.217606	5634	4564	-	701.3	351
886at543	Fragmented	NODE_1434_length_95894_cov_75.275742	2	1441	+	1020.1	478
887at543	Complete	NODE_2145_length_112275_cov_77.552353	83833	82490	-	691.7	405
898at543	Complete	NODE_877_length_31483_cov_78.652222	1509	2378	+	599.0	288
904at543	Complete	NODE_269_length_60008_cov_74.420364	26852	25782	-	729.8	354
940at543	Complete	NODE_2145_length_112275_cov_77.552353	8694	9737	+	792.4	346
941at543	Complete	NODE_888_length_35781_cov_80.233421	1038	199	-	499.7	269
948at543	Complete	NODE_2145_length_112275_cov_77.552353	64581	65216	+	430.8	208
957at543	Complete	NODE_170_length_74698_cov_75.748665	43685	42354	-	961.1	441
974at543	Complete	NODE_443_length_10040_cov_75.927094	4374	4033	-	221.7	109
976at543	Complete	NODE_906_length_18920_cov_69.049629	2095	2841	+	506.4	233
985at543	Complete	NODE_1570_length_36954_cov_78.025352	1280	252	-	696.8	342
990at543	Complete	NODE_1132_length_12179_cov_76.099594	2549	4315	+	1347.5	588
1000at543	Complete	NODE_2487_length_42213_cov_77.013382	26214	23563	-	1909.9	876
1002at543	Complete	NODE_679_length_36641_cov_70.533279	25128	26264	+	706.9	375
1010at543	Complete	NODE_820_length_11940_cov_68.144218	7367	10861	+	2437.4	1147
1024at543	Complete	NODE_1792_length_20317_cov_75.392525	7473	5962	-	1022.7	502
1027at543	Complete	NODE_89_length_10330_cov_70.405418	3333	1948	-	940.8	460
1036at543	Complete	NODE_1204_length_64359_cov_77.399834	49666	50262	+	389.5	196
1049at543	Complete	NODE_679_length_36641_cov_70.533279	14520	15452	+	623.0	306
1051at543	Complete	NODE_434_length_79075_cov_70.223480	54377	55651	+	870.8	421
1058at543	Complete	NODE_1840_length_3976_cov_73.984154	1959	1	-	1434.4	653
1087at543	Complete	NODE_142_length_13006_cov_73.540901	8235	9872	+	1186.8	545
1098at543	Complete	NODE_718_length_90501_cov_69.003258	47969	48709	+	514.6	246
1116at543	Complete	NODE_286_length_41180_cov_81.233269	21015	21425	+	291.9	136
1129at543	Complete	NODE_2132_length_53289_cov_67.616959	21927	23096	+	815.5	388
1134at543	Complete	NODE_517_length_26358_cov_74.693604	3291	3830	+	334.6	178
1139at543	Complete	NODE_215_length_65836_cov_69.504402	32103	34118	+	1285.8	668
1144at543	Complete	NODE_998_length_24344_cov_83.117935	4427	5200	+	589.6	257
1158at543	Complete	NODE_1847_length_31756_cov_77.062065	8612	7953	-	439.6	219
1162at543	Complete	NODE_89_length_10330_cov_70.405418	5350	6417	+	728.7	353
1165at543	Complete	NODE_2146_length_13525_cov_82.355492	12385	12089	-	214.4	98
1169at543	Complete	NODE_2305_length_33814_cov_83.113121	23197	24060	+	591.8	287
1170at543	Complete	NODE_286_length_41180_cov_81.233269	27450	27566	+	90.5	37
1192at543	Complete	NODE_170_length_74698_cov_75.748665	23264	22575	-	433.1	216
1203at543	Complete	NODE_1441_length_52686_cov_76.197510	47990	47313	-	354.8	172
1211at543	Complete	NODE_286_length_41180_cov_81.233269	16914	17225	+	224.0	103
1216at543	Complete	NODE_2129_length_51924_cov_72.758377	4145	4558	+	223.9	135
1222at543	Complete	NODE_269_length_60008_cov_74.420364	253	1200	+	623.6	313
1233at543	Complete	NODE_269_length_60008_cov_74.420364	1222	3213	+	1427.6	660
1239at543	Complete	NODE_926_length_95421_cov_71.123581	64095	65309	+	850.0	404
1246at543	Complete	NODE_2145_length_112275_cov_77.552353	29504	30631	+	732.6	373
1249at543	Complete	NODE_1126_length_10021_cov_72.826866	4210	4902	+	468.3	229
1274at543	Complete	NODE_1709_length_68036_cov_72.575531	65594	66451	+	614.1	284
1278at543	Complete	NODE_325_length_24164_cov_71.927742	10379	10747	+	210.6	117
1295at543	Complete	NODE_664_length_9865_cov_71.042572	8856	7879	-	683.8	324
1298at543	Complete	NODE_1715_length_1686_cov_70.724792	81	1247	+	689.3	388
1299at543	Complete	NODE_152_length_14891_cov_78.964272	12302	12649	+	237.5	115
1301at543	Complete	NODE_325_length_24164_cov_71.927742	3861	2116	-	1134.4	580
1307at543	Complete	NODE_434_length_79075_cov_70.223480	28387	29028	+	406.4	207
1312at543	Complete	NODE_911_length_8401_cov_66.127365	2	1009	+	703.9	335
1325at543	Complete	NODE_666_length_18969_cov_76.638199	12847	11645	-	864.0	400
1337at543	Complete	NODE_926_length_95421_cov_71.123581	40407	41660	+	901.7	417
1341at543	Complete	NODE_2129_length_51924_cov_72.758377	20932	22314	+	1027.0	460
1343at543	Complete	NODE_286_length_41180_cov_81.233269	18820	19641	+	605.7	273
1350at543	Complete	NODE_2440_length_10172_cov_68.540306	1790	30	-	1155.4	585
1353at543	Complete	NODE_2145_length_112275_cov_77.552353	31294	31686	+	271.3	130
1354at543	Complete	NODE_2299_length_38437_cov_68.775246	13125	14177	+	715.1	347
1361at543	Complete	NODE_1815_length_42207_cov_77.160164	38018	37083	-	640.5	308
1363at543	Complete	NODE_269_length_60008_cov_74.420364	22358	21387	-	612.3	322
1381at543	Fragmented	NODE_286_length_41180_cov_81.233269	36281	35985	-	183.1	97
1390at543	Complete	NODE_2145_length_112275_cov_77.552353	55357	54503	-	644.1	283
1396at543	Complete	NODE_2305_length_33814_cov_83.113121	26260	27630	+	897.9	455
1426at543	Complete	NODE_181_length_15413_cov_63.977356	955	1938	+	675.2	327
1437at543	Complete	NODE_2487_length_42213_cov_77.013382	29719	31092	+	989.8	456
1455at543	Complete	NODE_2145_length_112275_cov_77.552353	24799	24329	-	324.5	155
1461at543	Complete	NODE_881_length_18377_cov_77.437286	17073	18023	+	645.5	316
1466at543	Complete	NODE_152_length_14891_cov_78.964272	11493	12260	+	513.3	246
1467at543	Complete	NODE_2616_length_7178_cov_72.575790	5150	4272	-	612.7	292
1470at543	Complete	NODE_2132_length_53289_cov_67.616959	8216	9088	+	596.8	284
1472at543	Complete	NODE_1709_length_68036_cov_72.575531	15607	16572	+	669.8	320
1473at543	Complete	NODE_666_length_18969_cov_76.638199	11570	9426	-	1470.2	711
1476at543	Complete	NODE_2110_length_20950_cov_73.447586	12422	10314	-	1469.7	698
1477at543	Complete	NODE_2132_length_53289_cov_67.616959	30279	28345	-	1311.6	643
1504at543	Complete	NODE_1441_length_52686_cov_76.197510	2871	2401	-	337.0	156
1517at543	Complete	NODE_2145_length_112275_cov_77.552353	90786	91055	+	176.2	89
1521at543	Complete	NODE_286_length_41180_cov_81.233269	17898	18503	+	407.0	201
1530at543	Complete	NODE_1062_length_63423_cov_73.241127	26337	24799	-	977.8	511
1556at543	Complete	NODE_286_length_41180_cov_81.233269	39345	40163	+	494.7	270
1572at543	Complete	NODE_1570_length_36954_cov_78.025352	15427	14459	-	587.4	294
1598at543	Complete	NODE_592_length_39318_cov_75.666641	2707	3969	+	905.8	418
1608at543	Complete	NODE_482_length_21709_cov_69.527618	13385	12303	-	722.4	359
1619at543	Complete	NODE_1493_length_33821_cov_82.067535	2523	2230	-	197.4	97
1622at543	Complete	NODE_592_length_39318_cov_75.666641	7004	9709	+	1946.3	901
1643at543	Complete	NODE_2006_length_20165_cov_69.217606	8905	9729	+	527.3	273
1662at543	Complete	NODE_482_length_21709_cov_69.527618	20585	21676	+	709.7	362
1667at543	Complete	NODE_888_length_35781_cov_80.233421	6551	8401	+	1360.7	616
1668at543	Complete	NODE_2201_length_7379_cov_73.928040	1909	2970	+	759.5	354
1686at543	Complete	NODE_269_length_60008_cov_74.420364	10520	10762	+	164.9	80
1689at543	Complete	NODE_286_length_41180_cov_81.233269	27713	28069	+	240.4	118
1703at543	Complete	NODE_2132_length_53289_cov_67.616959	20699	21463	+	416.0	237
1709at543	Complete	NODE_1815_length_42207_cov_77.160164	6832	5489	-	955.3	441
1710at543	Complete	NODE_215_length_65836_cov_69.504402	28515	28258	-	182.6	84
1743at543	Complete	NODE_364_length_5946_cov_85.734779	2205	2600	+	251.5	130
1760at543	Complete	NODE_926_length_95421_cov_71.123581	21850	22530	+	476.3	226
1770at543	Complete	NODE_1062_length_63423_cov_73.241127	27240	26362	-	597.9	290
1778at543	Complete	NODE_2006_length_20165_cov_69.217606	6935	5631	-	871.8	433
1785at543	Complete	NODE_989_length_51512_cov_75.450089	4420	5823	+	971.6	449
1789at543	Complete	NODE_1999_length_25587_cov_66.390984	17957	19978	+	1484.4	671
1805at543	Complete	NODE_718_length_90501_cov_69.003258	36058	34325	-	1172.8	576
1821at543	Complete	NODE_877_length_31483_cov_78.652222	29464	30915	+	1060.8	483
1824at543	Complete	NODE_1815_length_42207_cov_77.160164	9729	13508	+	2247.1	1254
1840at543	Complete	NODE_286_length_41180_cov_81.233269	20301	21002	+	502.9	232
1847at543	Complete	NODE_2006_length_20165_cov_69.217606	18681	19010	+	214.5	108
1848at543	Complete	NODE_1441_length_52686_cov_76.197510	6430	6648	+	138.1	72
1855at543	Complete	NODE_325_length_24164_cov_71.927742	4187	3972	-	161.9	71
1856at543	Complete	NODE_2185_length_35330_cov_74.210983	33052	31625	-	940.0	474
1860at543	Complete	NODE_2305_length_33814_cov_83.113121	19411	20226	+	538.0	270
1865at543	Complete	NODE_2185_length_35330_cov_74.210983	14725	17286	+	1795.4	846
1882at543	Complete	NODE_269_length_60008_cov_74.420364	24183	22369	-	1162.6	602
1891at543	Complete	NODE_269_length_60008_cov_74.420364	46116	46925	+	479.2	267
1898at543	Complete	NODE_269_length_60008_cov_74.420364	4158	5048	+	561.3	295
1907at543	Complete	NODE_679_length_36641_cov_70.533279	30037	31305	+	773.8	417
1919at543	Complete	NODE_911_length_8401_cov_66.127365	1009	1647	+	415.0	210
1939at543	Complete	NODE_596_length_15654_cov_72.501595	7576	9063	+	970.3	493
1960at543	Complete	NODE_434_length_79075_cov_70.223480	9851	11122	+	744.1	417
1963at543	Complete	NODE_1386_length_43660_cov_76.965599	14532	12463	-	1306.0	687
1964at543	Complete	NODE_1062_length_63423_cov_73.241127	28873	27794	-	724.9	344
1965at543	Complete	NODE_1539_length_37792_cov_75.811783	6706	7983	+	829.7	422
1969at543	Complete	NODE_2033_length_13499_cov_78.007851	8670	7858	-	579.6	270
1973at543	Complete	NODE_89_length_10330_cov_70.405418	4004	4726	+	443.4	240
1977at543	Complete	NODE_1677_length_30732_cov_80.654755	22492	18269	-	3223.2	1406
1991at543	Complete	NODE_1709_length_68036_cov_72.575531	10407	9796	-	378.8	202
2016at543	Complete	NODE_2201_length_7379_cov_73.928040	6705	6890	+	147.1	60
2040at543	Complete	NODE_2145_length_112275_cov_77.552353	59636	59061	-	332.6	186
2065at543	Complete	NODE_2298_length_23791_cov_73.140472	2773	3732	+	578.7	311
2073at543	Complete	NODE_325_length_24164_cov_71.927742	10274	9657	-	393.2	199
2075at543	Complete	NODE_215_length_65836_cov_69.504402	19722	20738	+	686.9	335
2084at543	Complete	NODE_846_length_63393_cov_76.936378	47517	46750	-	487.6	254
2104at543	Complete	NODE_1709_length_68036_cov_72.575531	47680	48399	+	501.5	236
2119at543	Complete	NODE_1420_length_27396_cov_73.038727	12716	14215	+	975.3	499
2129at543	Complete	NODE_1204_length_64359_cov_77.399834	10947	13469	+	1651.6	823
2134at543	Complete	NODE_2145_length_112275_cov_77.552353	10906	11394	+	285.1	160
2147at543	Complete	NODE_1204_length_64359_cov_77.399834	6821	6366	-	319.1	151
2159at543	Complete	NODE_592_length_39318_cov_75.666641	11828	11208	-	367.3	205
2167at543	Complete	NODE_1573_length_22126_cov_70.879776	15320	14616	-	437.6	232
2184at543	Complete	NODE_2132_length_53289_cov_67.616959	23229	24026	+	472.3	241
2188at543	Complete	NODE_325_length_24164_cov_71.927742	1921	80	-	1309.3	601
2195at543	Complete	NODE_2145_length_112275_cov_77.552353	91302	93437	+	1504.7	707
2210at543	Fragmented	NODE_2617_length_3975_cov_65.355469	3995	2655	-	625.0	393
2215at543	Complete	NODE_1147_length_37024_cov_69.051132	5396	6799	+	977.5	462
2229at543	Complete	NODE_2145_length_112275_cov_77.552353	73755	74231	+	317.2	157
2244at543	Complete	NODE_1570_length_36954_cov_78.025352	22366	24213	+	999.8	552
2252at543	Complete	NODE_269_length_60008_cov_74.420364	5197	6561	+	831.3	451
2261at543	Complete	NODE_700_length_25636_cov_68.720787	17263	18378	+	697.5	365
2262at543	Complete	NODE_679_length_36641_cov_70.533279	28238	28897	+	442.5	217
2272at543	Complete	NODE_625_length_50664_cov_72.003532	33221	34135	+	581.1	284
2343at543	Fragmented	NODE_2513_length_11127_cov_68.835533	1	498	+	300.5	160
2359at543	Complete	NODE_1204_length_64359_cov_77.399834	40958	41707	+	461.4	248
2385at543	Complete	NODE_700_length_25636_cov_68.720787	3193	2222	-	627.5	313
2401at543	Complete	NODE_664_length_9865_cov_71.042572	7310	6756	-	316.7	173
2424at543	Complete	NODE_119_length_16890_cov_72.888870	12135	13934	+	1168.5	596
2430at543	Complete	NODE_22_length_21196_cov_74.466599	5847	3916	-	1197.3	644
2460at543	Complete	NODE_1126_length_10021_cov_72.826866	4906	5334	+	250.4	140
2469at543	Complete	NODE_846_length_63393_cov_76.936378	54530	54769	+	148.8	79
2484at543	Complete	NODE_846_length_63393_cov_76.936378	41681	40983	-	486.6	230
2492at543	Complete	NODE_2616_length_7178_cov_72.575790	4255	3221	-	613.0	336
2523at543	Complete	NODE_1288_length_45176_cov_69.014496	9656	11020	+	859.1	395
2525at543	Complete	NODE_1441_length_52686_cov_76.197510	4508	4122	-	231.4	128
2534at543	Complete	NODE_926_length_95421_cov_71.123581	91229	92695	+	1051.5	485
2539at543	Complete	NODE_274_length_24805_cov_72.090103	21556	20258	-	817.4	431
2543at543	Complete	NODE_1677_length_30732_cov_80.654755	27846	27349	-	314.0	164
2556at543	Complete	NODE_1689_length_18974_cov_72.810692	5887	6555	+	454.9	221
2571at543	Complete	NODE_2006_length_20165_cov_69.217606	2907	2170	-	461.3	244
2572at543	Complete	NODE_482_length_21709_cov_69.527618	12303	11470	-	489.3	275
2576at543	Complete	NODE_286_length_41180_cov_81.233269	19951	20283	+	228.8	110
2589at543	Complete	NODE_1847_length_31756_cov_77.062065	5082	5684	+	346.5	190
2614at543	Complete	NODE_596_length_15654_cov_72.501595	9060	10418	+	841.7	451
2625at543	Complete	NODE_592_length_39318_cov_75.666641	10455	10258	-	136.5	62
2630at543	Complete	NODE_1204_length_64359_cov_77.399834	57502	58800	+	708.5	424
2676at543	Complete	NODE_718_length_90501_cov_69.003258	52706	51921	-	522.8	260
2678at543	Complete	NODE_1539_length_37792_cov_75.811783	10897	12117	+	820.9	400
2693at543	Complete	NODE_181_length_15413_cov_63.977356	148	504	+	234.7	117
2698at543	Complete	NODE_664_length_9865_cov_71.042572	2919	1462	-	894.1	483
2700at543	Complete	NODE_1434_length_95894_cov_75.275742	81282	81878	+	346.1	197
2716at543	Complete	NODE_2145_length_112275_cov_77.552353	70717	71889	+	765.2	387
2723at543	Complete	NODE_1709_length_68036_cov_72.575531	58407	57739	-	459.1	219
2724at543	Complete	NODE_1441_length_52686_cov_76.197510	49443	48235	-	683.6	400
2751at543	Complete	NODE_1017_length_8157_cov_78.837318	7104	6232	-	558.0	289
2790at543	Complete	NODE_926_length_95421_cov_71.123581	82456	83469	+	271.5	150
2808at543	Complete	NODE_1539_length_37792_cov_75.811783	21313	21588	+	171.3	89
2830at543	Complete	NODE_2145_length_112275_cov_77.552353	94610	96499	+	1101.7	546
2834at543	Complete	NODE_877_length_31483_cov_78.652222	18745	19260	+	288.1	165
2835at543	Complete	NODE_286_length_41180_cov_81.233269	24587	24940	+	230.2	117
2844at543	Complete	NODE_2298_length_23791_cov_73.140472	5484	6524	+	665.4	331
2848at543	Complete	NODE_434_length_79075_cov_70.223480	2567	1455	-	660.4	362
2850at543	Complete	NODE_2298_length_23791_cov_73.140472	9448	9684	+	172.0	78
2856at543	Complete	NODE_286_length_41180_cov_81.233269	32160	31750	-	272.4	135
2865at543	Complete	NODE_2145_length_112275_cov_77.552353	86456	89128	+	1750.8	897
2872at543	Complete	NODE_1195_length_3037_cov_75.569313	2117	1464	-	440.4	213
2937at543	Complete	NODE_364_length_5946_cov_85.734779	3195	3644	+	272.2	149
2953at543	Fragmented	NODE_183_length_5920_cov_73.228882	5834	5938	+	76.3	35
2967at543	Complete	NODE_679_length_36641_cov_70.533279	31295	31957	+	300.1	170
2970at543	Complete	NODE_664_length_9865_cov_71.042572	6759	6457	-	182.4	96
2973at543	Complete	NODE_1493_length_33821_cov_82.067535	4547	4071	-	283.6	153
2976at543	Complete	NODE_2305_length_33814_cov_83.113121	20273	20512	+	170.1	79
2979at543	Complete	NODE_2145_length_112275_cov_77.552353	4345	3875	-	281.4	160
3808at543	Complete	NODE_796_length_47878_cov_66.656982	16013	16426	+	280.8	135
3817at543	Complete	NODE_846_length_63393_cov_76.936378	63022	63234	+	154.1	70
3848at543	Complete	NODE_1229_length_78306_cov_70.440285	8643	9044	+	245.4	133
3868at543	Complete	NODE_170_length_74698_cov_75.748665	27771	28565	+	572.1	264
3871at543	Complete	NODE_664_length_9865_cov_71.042572	7864	7322	-	400.5	180
3917at543	Complete	NODE_926_length_95421_cov_71.123581	9258	8569	-	460.3	225
3933at543	Complete	NODE_269_length_60008_cov_74.420364	25726	24599	-	815.9	374
3934at543	Complete	NODE_184_length_6556_cov_74.450729	2757	2167	-	373.1	194
3947at543	Complete	NODE_2031_length_15140_cov_83.574440	5053	5304	+	161.9	82
3979at543	Complete	NODE_1999_length_25587_cov_66.390984	23646	24098	+	302.5	150
3990at543	Complete	NODE_1852_length_52597_cov_77.721466	43038	42772	-	180.8	87
3993at543	Complete	NODE_434_length_79075_cov_70.223480	53592	54248	+	434.9	215
4006at543	Complete	NODE_2129_length_51924_cov_72.758377	15643	16866	+	882.5	406
4013at543	Complete	NODE_718_length_90501_cov_69.003258	55927	56898	+	647.1	319
4032at543	Complete	NODE_2616_length_7178_cov_72.575790	5868	6338	+	333.6	154
4038at543	Complete	NODE_796_length_47878_cov_66.656982	37001	36195	-	544.5	266
4040at543	Complete	NODE_877_length_31483_cov_78.652222	30927	31472	+	329.7	176
4044at543	Complete	NODE_614_length_35137_cov_72.104843	2055	2645	+	301.5	158
4085at543	Complete	NODE_1434_length_95894_cov_75.275742	85885	85640	-	161.4	80
4100at543	Complete	NODE_1539_length_37792_cov_75.811783	9318	8509	-	552.3	269
4103at543	Complete	NODE_614_length_35137_cov_72.104843	30433	29828	-	397.7	200
4130at543	Complete	NODE_2006_length_20165_cov_69.217606	3497	2907	-	371.9	195
4131at543	Complete	NODE_1062_length_63423_cov_73.241127	46067	45621	-	330.7	147
4137at543	Complete	NODE_142_length_13006_cov_73.540901	12483	13025	+	350.9	179
4146at543	Complete	NODE_1550_length_27465_cov_72.496376	26338	25409	-	637.8	306
4165at543	Complete	NODE_1062_length_63423_cov_73.241127	5211	4570	-	382.7	213
4175at543	Complete	NODE_2577_length_12243_cov_72.986687	4155	4898	+	499.0	247
4176at543	Complete	NODE_2305_length_33814_cov_83.113121	15007	15450	+	278.3	146
4186at543	Complete	NODE_1132_length_12179_cov_76.099594	5354	8155	+	1907.0	919
4195at543	Complete	NODE_1113_length_19431_cov_68.618652	1589	594	-	613.2	329
4200at543	Complete	NODE_888_length_35781_cov_80.233421	1157	1495	+	240.9	112
4202at543	Complete	NODE_119_length_16890_cov_72.888870	15720	16454	+	489.4	243
4206at543	Complete	NODE_666_length_18969_cov_76.638199	18756	17539	-	925.7	404
4215at543	Complete	NODE_2132_length_53289_cov_67.616959	6617	7498	+	569.8	286
4216at543	Complete	NODE_152_length_14891_cov_78.964272	10914	11462	+	326.6	174
4218at543	Complete	NODE_434_length_79075_cov_70.223480	37512	37859	+	228.3	113
4230at543	Complete	NODE_1815_length_42207_cov_77.160164	7999	9732	+	1147.5	577
4237at543	Complete	NODE_1062_length_63423_cov_73.241127	38958	38158	-	567.7	266
4239at543	Complete	NODE_1792_length_20317_cov_75.392525	5256	2401	-	2066.6	950
4256at543	Complete	NODE_2154_length_30944_cov_68.453339	28030	27515	-	365.6	168
4257at543	Complete	NODE_1434_length_95894_cov_75.275742	20914	20144	-	480.4	255
4272at543	Complete	NODE_434_length_79075_cov_70.223480	43266	42619	-	437.4	211
4277at543	Complete	NODE_2617_length_3975_cov_65.355469	417	1544	+	767.7	375
4278at543	Complete	NODE_2154_length_30944_cov_68.453339	29736	28180	-	1009.0	512
4280at543	Complete	NODE_1008_length_19602_cov_73.790375	17574	15925	-	1197.7	548
4283at543	Fragmented	NODE_665_length_8475_cov_72.609436	6806	8494	+	1237.0	562
4285at543	Complete	NODE_2006_length_20165_cov_69.217606	15285	13858	-	928.6	470
4308at543	Complete	NODE_517_length_26358_cov_74.693604	20455	19838	-	411.7	199
4317at543	Complete	NODE_702_length_3954_cov_74.359886	2848	1883	-	711.1	321
