# BUSCO version is: 5.8.2 
# The lineage dataset is: enterobacteriaceae_odb12 (Creation date: 2024-11-14, number of genomes: 107, number of BUSCOs: 874)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
632at543	Complete	NODE_21_length_83220_cov_38.326345	64696	62822	-	1337.4	624
646at543	Complete	NODE_4_length_139564_cov_44.158667	90996	93902	+	2039.9	959
665at543	Complete	NODE_7_length_130108_cov_39.332856	105387	107810	+	1607.0	802
668at543	Complete	NODE_34_length_53173_cov_42.168382	14992	14744	-	164.3	81
673at543	Complete	NODE_8_length_126545_cov_41.885285	83403	83660	+	177.6	85
687at543	Complete	NODE_11_length_117034_cov_40.464403	103043	103636	+	393.1	195
699at543	Complete	NODE_16_length_86943_cov_42.279511	78107	78808	+	471.4	233
703at543	Complete	NODE_43_length_41508_cov_43.498876	19367	18996	-	260.4	122
706at543	Complete	NODE_43_length_41508_cov_43.498876	13316	12927	-	287.0	129
708at543	Complete	NODE_77_length_15753_cov_35.008191	13251	12472	-	536.2	257
725at543	Complete	NODE_23_length_80065_cov_37.437114	15408	14914	-	373.5	164
736at543	Complete	NODE_22_length_80627_cov_36.893466	42430	43404	+	710.8	324
747at543	Complete	NODE_21_length_83220_cov_38.326345	68404	67853	-	353.7	182
756at543	Complete	NODE_9_length_123825_cov_37.296666	28448	28951	+	311.2	165
778at543	Complete	NODE_4_length_139564_cov_44.158667	131464	130523	-	597.3	310
787at543	Complete	NODE_16_length_86943_cov_42.279511	71806	73446	+	1132.7	544
798at543	Complete	NODE_31_length_58399_cov_38.812466	23366	22719	-	437.4	212
812at543	Complete	NODE_90_length_11481_cov_41.970231	8334	8561	+	173.2	75
814at543	Complete	NODE_26_length_78359_cov_41.157595	27831	26185	-	1103.2	547
820at543	Complete	NODE_22_length_80627_cov_36.893466	59613	58825	-	550.8	261
829at543	Complete	NODE_7_length_130108_cov_39.332856	97508	96093	-	985.7	463
837at543	Complete	NODE_34_length_53173_cov_42.168382	23459	22983	-	264.9	144
843at543	Complete	NODE_19_length_85129_cov_38.767276	66668	67645	+	611.1	302
845at543	Complete	NODE_77_length_15753_cov_35.008191	9392	10147	+	444.0	248
846at543	Complete	NODE_36_length_50779_cov_38.268459	12700	13890	+	821.9	396
847at543	Complete	NODE_62_length_24769_cov_35.270392	4654	4953	+	155.0	89
858at543	Complete	NODE_21_length_83220_cov_38.326345	62641	61997	-	414.7	214
862at543	Complete	NODE_36_length_50779_cov_38.268459	7788	5176	-	1872.4	869
864at543	Complete	NODE_29_length_69919_cov_43.020805	18510	17560	-	621.4	314
873at543	Complete	NODE_2_length_157429_cov_38.171358	19342	20427	+	773.6	359
874at543	Complete	NODE_24_length_79963_cov_36.490030	5742	4672	-	701.3	351
886at543	Complete	NODE_1_length_276430_cov_40.515391	224647	222095	-	1835.0	849
887at543	Complete	NODE_8_length_126545_cov_41.885285	97885	96542	-	691.7	405
898at543	Complete	NODE_16_length_86943_cov_42.279511	56562	57431	+	599.0	288
904at543	Complete	NODE_19_length_85129_cov_38.767276	51847	50777	-	729.8	354
940at543	Complete	NODE_8_length_126545_cov_41.885285	22744	23787	+	792.4	346
941at543	Complete	NODE_16_length_86943_cov_42.279511	1269	430	-	499.7	269
948at543	Complete	NODE_8_length_126545_cov_41.885285	78632	79267	+	430.8	208
957at543	Complete	NODE_12_length_106079_cov_39.536715	43792	42461	-	961.1	441
974at543	Complete	NODE_34_length_53173_cov_42.168382	5962	6303	+	221.7	109
976at543	Complete	NODE_9_length_123825_cov_37.296666	106870	107616	+	506.4	233
985at543	Complete	NODE_29_length_69919_cov_43.020805	41548	42576	+	696.8	342
990at543	Complete	NODE_37_length_49199_cov_38.911069	5126	6892	+	1347.5	588
1000at543	Complete	NODE_42_length_44050_cov_40.658288	16328	18979	+	1909.9	876
1002at543	Complete	NODE_2_length_157429_cov_38.171358	28983	30119	+	706.9	375
1010at543	Complete	NODE_20_length_84241_cov_37.036046	76763	73269	-	2437.4	1147
1024at543	Complete	NODE_18_length_85840_cov_40.696849	19571	21082	+	1022.7	502
1027at543	Complete	NODE_21_length_83220_cov_38.326345	12057	10672	-	940.8	460
1036at543	Complete	NODE_30_length_69036_cov_41.149327	19260	18664	-	389.5	196
1049at543	Complete	NODE_2_length_157429_cov_38.171358	18375	19307	+	623.0	306
1051at543	Complete	NODE_25_length_79707_cov_37.284883	54497	55771	+	870.8	421
1058at543	Complete	NODE_11_length_117034_cov_40.464403	92282	90306	-	1445.9	658
1087at543	Complete	NODE_12_length_106079_cov_39.536715	83369	85006	+	1186.8	545
1098at543	Complete	NODE_6_length_131096_cov_36.333598	62423	63163	+	514.6	246
1116at543	Complete	NODE_43_length_41508_cov_43.498876	20387	19977	-	291.9	136
1129at543	Complete	NODE_22_length_80627_cov_36.893466	49133	50302	+	815.5	388
1134at543	Complete	NODE_22_length_80627_cov_36.893466	23502	22963	-	334.6	178
1139at543	Complete	NODE_13_length_92664_cov_37.475885	37253	39268	+	1285.8	668
1144at543	Complete	NODE_26_length_78359_cov_41.157595	4535	5308	+	589.6	257
1158at543	Complete	NODE_11_length_117034_cov_40.464403	61686	61027	-	439.6	219
1162at543	Complete	NODE_21_length_83220_cov_38.326345	14074	15141	+	728.7	353
1165at543	Complete	NODE_8_length_126545_cov_41.885285	12560	12264	-	214.4	98
1169at543	Complete	NODE_46_length_34184_cov_43.893884	10746	9883	-	591.8	287
1170at543	Complete	NODE_43_length_41508_cov_43.498876	13952	13836	-	90.5	37
1192at543	Complete	NODE_12_length_106079_cov_39.536715	23371	22682	-	449.7	224
1203at543	Complete	NODE_1_length_276430_cov_40.515391	228454	228975	+	356.1	172
1211at543	Complete	NODE_43_length_41508_cov_43.498876	24488	24177	-	224.0	103
1216at543	Complete	NODE_31_length_58399_cov_38.812466	48133	47720	-	223.9	135
1222at543	Complete	NODE_19_length_85129_cov_38.767276	25248	26195	+	623.6	313
1233at543	Complete	NODE_19_length_85129_cov_38.767276	26217	28208	+	1427.6	660
1239at543	Complete	NODE_9_length_123825_cov_37.296666	64487	65701	+	850.0	404
1246at543	Complete	NODE_8_length_126545_cov_41.885285	43553	44680	+	732.6	373
1249at543	Complete	NODE_37_length_49199_cov_38.911069	24190	24882	+	468.3	229
1274at543	Complete	NODE_3_length_152663_cov_37.088930	25363	24506	-	614.1	284
1278at543	Complete	NODE_32_length_57606_cov_39.295812	43689	44057	+	210.6	117
1295at543	Complete	NODE_2_length_157429_cov_38.171358	69392	70369	+	683.8	324
1298at543	Complete	NODE_113_length_4939_cov_27.170823	1732	566	-	689.3	388
1299at543	Complete	NODE_34_length_53173_cov_42.168382	13337	12990	-	237.5	115
1301at543	Complete	NODE_32_length_57606_cov_39.295812	37171	35426	-	1134.4	580
1307at543	Complete	NODE_25_length_79707_cov_37.284883	28507	29148	+	406.4	207
1312at543	Complete	NODE_9_length_123825_cov_37.296666	104494	103457	-	726.6	345
1325at543	Complete	NODE_2_length_157429_cov_38.171358	53364	52162	-	864.0	400
1337at543	Complete	NODE_9_length_123825_cov_37.296666	40799	42052	+	901.7	417
1341at543	Complete	NODE_31_length_58399_cov_38.812466	31146	29764	-	1027.0	460
1343at543	Complete	NODE_43_length_41508_cov_43.498876	22582	21761	-	605.7	273
1350at543	Complete	NODE_92_length_11228_cov_35.467796	2719	959	-	1155.4	585
1353at543	Complete	NODE_8_length_126545_cov_41.885285	45343	45735	+	271.3	130
1354at543	Complete	NODE_20_length_84241_cov_37.036046	19531	20583	+	715.1	347
1361at543	Complete	NODE_18_length_85840_cov_40.696849	32875	33810	+	640.5	308
1363at543	Complete	NODE_19_length_85129_cov_38.767276	47353	46382	-	612.3	322
1381at543	Complete	NODE_43_length_41508_cov_43.498876	4908	5417	+	334.3	167
1390at543	Complete	NODE_8_length_126545_cov_41.885285	69408	68554	-	644.1	283
1396at543	Complete	NODE_46_length_34184_cov_43.893884	7683	6313	-	897.9	455
1426at543	Complete	NODE_45_length_36631_cov_36.253287	22042	23025	+	675.2	327
1437at543	Complete	NODE_42_length_44050_cov_40.658288	12822	11449	-	989.8	456
1455at543	Complete	NODE_8_length_126545_cov_41.885285	38848	38378	-	324.5	155
1461at543	Complete	NODE_16_length_86943_cov_42.279511	53126	54076	+	645.5	316
1466at543	Complete	NODE_34_length_53173_cov_42.168382	14146	13379	-	513.3	246
1467at543	Complete	NODE_84_length_12824_cov_36.455068	2157	3035	+	612.7	292
1470at543	Complete	NODE_22_length_80627_cov_36.893466	35430	36302	+	596.8	284
1472at543	Complete	NODE_23_length_80065_cov_37.437114	15952	16917	+	669.8	320
1473at543	Complete	NODE_2_length_157429_cov_38.171358	52087	49943	-	1470.2	711
1476at543	Complete	NODE_14_length_92032_cov_37.540264	82173	80065	-	1469.7	698
1477at543	Complete	NODE_22_length_80627_cov_36.893466	57485	55551	-	1311.6	643
1504at543	Complete	NODE_1_length_276430_cov_40.515391	273417	273887	+	337.0	156
1517at543	Complete	NODE_8_length_126545_cov_41.885285	104838	105107	+	176.2	89
1521at543	Complete	NODE_43_length_41508_cov_43.498876	23504	22899	-	407.0	201
1530at543	Complete	NODE_10_length_119716_cov_38.250842	37317	38855	+	977.8	511
1556at543	Complete	NODE_43_length_41508_cov_43.498876	2056	1238	-	494.7	270
1572at543	Complete	NODE_29_length_69919_cov_43.020805	27401	28369	+	587.4	294
1598at543	Complete	NODE_4_length_139564_cov_44.158667	50363	49101	-	905.8	418
1608at543	Complete	NODE_53_length_29778_cov_36.323025	8455	9537	+	722.4	359
1619at543	Complete	NODE_29_length_69919_cov_43.020805	46507	46214	-	197.4	97
1622at543	Complete	NODE_4_length_139564_cov_44.158667	46066	43361	-	1946.3	901
1643at543	Complete	NODE_24_length_79963_cov_36.490030	9013	9837	+	527.3	273
1662at543	Complete	NODE_53_length_29778_cov_36.323025	1255	164	-	709.7	362
1667at543	Complete	NODE_16_length_86943_cov_42.279511	6782	8632	+	1360.7	616
1668at543	Complete	NODE_60_length_26402_cov_36.807041	20391	21452	+	759.5	354
1686at543	Complete	NODE_19_length_85129_cov_38.767276	35515	35757	+	164.9	80
1689at543	Complete	NODE_43_length_41508_cov_43.498876	13689	13333	-	240.4	118
1703at543	Complete	NODE_22_length_80627_cov_36.893466	47905	48669	+	416.0	237
1709at543	Complete	NODE_18_length_85840_cov_40.696849	64124	65467	+	955.3	441
1710at543	Complete	NODE_13_length_92664_cov_37.475885	33665	33408	-	182.6	84
1743at543	Complete	NODE_90_length_11481_cov_41.970231	7613	8008	+	251.5	130
1760at543	Complete	NODE_9_length_123825_cov_37.296666	22242	22922	+	476.3	226
1770at543	Complete	NODE_10_length_119716_cov_38.250842	36414	37292	+	597.9	290
1778at543	Complete	NODE_24_length_79963_cov_36.490030	7043	5739	-	871.8	433
1785at543	Complete	NODE_26_length_78359_cov_41.157595	29178	30581	+	971.6	449
1789at543	Complete	NODE_72_length_16341_cov_36.526767	8504	10525	+	1484.4	671
1805at543	Complete	NODE_6_length_131096_cov_36.333598	50512	48779	-	1172.8	576
1821at543	Complete	NODE_16_length_86943_cov_42.279511	84528	85979	+	1060.8	483
1824at543	Complete	NODE_18_length_85840_cov_40.696849	61227	57448	-	2247.1	1254
1840at543	Complete	NODE_43_length_41508_cov_43.498876	21101	20400	-	502.9	232
1847at543	Complete	NODE_24_length_79963_cov_36.490030	18781	19110	+	214.5	108
1848at543	Complete	NODE_1_length_276430_cov_40.515391	269858	269640	-	138.1	72
1855at543	Complete	NODE_32_length_57606_cov_39.295812	37497	37282	-	161.9	71
1856at543	Complete	NODE_41_length_44791_cov_39.437601	33159	31732	-	940.0	474
1860at543	Complete	NODE_46_length_34184_cov_43.893884	14532	13717	-	538.0	270
1865at543	Complete	NODE_41_length_44791_cov_39.437601	14832	17393	+	1795.4	846
1882at543	Complete	NODE_19_length_85129_cov_38.767276	49178	47364	-	1162.6	602
1891at543	Complete	NODE_19_length_85129_cov_38.767276	71110	71919	+	479.2	267
1898at543	Complete	NODE_19_length_85129_cov_38.767276	29153	30043	+	561.3	295
1907at543	Complete	NODE_2_length_157429_cov_38.171358	33892	35160	+	773.8	417
1919at543	Complete	NODE_9_length_123825_cov_37.296666	103457	102819	-	415.0	210
1939at543	Complete	NODE_4_length_139564_cov_44.158667	61179	59692	-	970.3	493
1960at543	Complete	NODE_25_length_79707_cov_37.284883	9958	11229	+	744.1	417
1963at543	Complete	NODE_1_length_276430_cov_40.515391	29400	31469	+	1306.0	687
1964at543	Complete	NODE_10_length_119716_cov_38.250842	34781	35860	+	724.9	344
1965at543	Complete	NODE_39_length_47213_cov_38.868135	15998	17275	+	829.7	422
1969at543	Complete	NODE_59_length_27357_cov_36.938267	15071	15883	+	579.6	270
1973at543	Complete	NODE_21_length_83220_cov_38.326345	12728	13450	+	443.4	240
1977at543	Complete	NODE_51_length_31115_cov_42.820834	8368	12591	+	3223.2	1406
1991at543	Complete	NODE_23_length_80065_cov_37.437114	10518	9907	-	378.8	202
2016at543	Complete	NODE_60_length_26402_cov_36.807041	25187	25372	+	147.1	60
2040at543	Complete	NODE_8_length_126545_cov_41.885285	73687	73112	-	332.6	186
2065at543	Complete	NODE_20_length_84241_cov_37.036046	47665	48624	+	578.7	311
2073at543	Complete	NODE_32_length_57606_cov_39.295812	43584	42967	-	393.2	199
2075at543	Complete	NODE_13_length_92664_cov_37.475885	24861	25877	+	686.9	335
2084at543	Complete	NODE_17_length_86457_cov_41.702653	16022	16789	+	487.6	254
2104at543	Complete	NODE_3_length_152663_cov_37.088930	43277	42558	-	501.5	236
2119at543	Duplicated	NODE_1_length_276430_cov_40.515391	114883	113384	-	975.3	499
2119at543	Duplicated	NODE_27_length_73011_cov_40.630920	31501	30002	-	914.8	499
2129at543	Complete	NODE_30_length_69036_cov_41.149327	57979	55457	-	1651.6	823
2134at543	Complete	NODE_8_length_126545_cov_41.885285	24956	25444	+	285.1	160
2147at543	Complete	NODE_30_length_69036_cov_41.149327	62105	62560	+	319.1	151
2159at543	Complete	NODE_4_length_139564_cov_44.158667	41126	41746	+	367.3	205
2167at543	Complete	NODE_11_length_117034_cov_40.464403	101460	102164	+	437.6	232
2184at543	Complete	NODE_22_length_80627_cov_36.893466	50435	51232	+	472.3	241
2188at543	Complete	NODE_32_length_57606_cov_39.295812	35231	33390	-	1309.3	601
2195at543	Complete	NODE_8_length_126545_cov_41.885285	105354	107489	+	1504.7	707
2210at543	Complete	NODE_84_length_12824_cov_36.455068	6816	8831	+	897.1	584
2215at543	Complete	NODE_15_length_91266_cov_36.275195	5503	6906	+	977.5	462
2229at543	Complete	NODE_8_length_126545_cov_41.885285	87807	88283	+	317.2	157
2244at543	Complete	NODE_29_length_69919_cov_43.020805	20350	18503	-	999.8	552
2252at543	Complete	NODE_19_length_85129_cov_38.767276	30192	31556	+	831.3	451
2261at543	Complete	NODE_6_length_131096_cov_36.333598	122594	123709	+	697.5	365
2262at543	Complete	NODE_2_length_157429_cov_38.171358	32093	32752	+	442.5	217
2272at543	Complete	NODE_21_length_83220_cov_38.326345	44246	45163	+	607.6	303
2343at543	Complete	NODE_73_length_16238_cov_34.312333	11398	10757	-	406.5	208
2359at543	Complete	NODE_30_length_69036_cov_41.149327	27968	27219	-	461.4	248
2385at543	Complete	NODE_6_length_131096_cov_36.333598	108524	107553	-	627.5	313
2401at543	Complete	NODE_2_length_157429_cov_38.171358	70938	71492	+	316.7	173
2424at543	Complete	NODE_12_length_106079_cov_39.536715	101197	102996	+	1168.5	596
2430at543	Complete	NODE_21_length_83220_cov_38.326345	67724	65793	-	1197.3	644
2460at543	Complete	NODE_37_length_49199_cov_38.911069	24886	25314	+	250.4	140
2469at543	Complete	NODE_17_length_86457_cov_41.702653	9009	8770	-	148.8	79
2484at543	Complete	NODE_17_length_86457_cov_41.702653	21859	22557	+	486.6	230
2492at543	Complete	NODE_84_length_12824_cov_36.455068	3052	4086	+	613.0	336
2523at543	Complete	NODE_28_length_70179_cov_36.796251	9765	11129	+	859.1	395
2525at543	Complete	NODE_1_length_276430_cov_40.515391	271780	272166	+	231.4	128
2534at543	Complete	NODE_9_length_123825_cov_37.296666	91620	93086	+	1051.5	485
2539at543	Complete	NODE_19_length_85129_cov_38.767276	21725	20427	-	817.4	431
2543at543	Complete	NODE_51_length_31115_cov_42.820834	3014	3511	+	314.0	164
2556at543	Complete	NODE_23_length_80065_cov_37.437114	58448	59116	+	454.9	221
2571at543	Complete	NODE_24_length_79963_cov_36.490030	3015	2278	-	461.3	244
2572at543	Complete	NODE_53_length_29778_cov_36.323025	9537	10370	+	489.3	275
2576at543	Complete	NODE_43_length_41508_cov_43.498876	21451	21119	-	228.8	110
2589at543	Complete	NODE_11_length_117034_cov_40.464403	58156	58758	+	346.5	190
2614at543	Complete	NODE_4_length_139564_cov_44.158667	59695	58337	-	841.7	451
2625at543	Complete	NODE_4_length_139564_cov_44.158667	42499	42696	+	136.5	62
2630at543	Complete	NODE_30_length_69036_cov_41.149327	11424	10126	-	708.5	424
2676at543	Complete	NODE_6_length_131096_cov_36.333598	67160	66375	-	522.8	260
2678at543	Complete	NODE_39_length_47213_cov_38.868135	20189	21409	+	820.9	400
2693at543	Complete	NODE_45_length_36631_cov_36.253287	21235	21591	+	234.7	117
2698at543	Complete	NODE_2_length_157429_cov_38.171358	75329	76786	+	894.1	483
2700at543	Complete	NODE_1_length_276430_cov_40.515391	142236	141640	-	346.1	197
2716at543	Complete	NODE_8_length_126545_cov_41.885285	84768	85940	+	765.2	387
2723at543	Complete	NODE_3_length_152663_cov_37.088930	32550	33218	+	459.1	219
2724at543	Complete	NODE_1_length_276430_cov_40.515391	226845	228053	+	683.6	400
2751at543	Complete	NODE_7_length_130108_cov_39.332856	108837	107965	-	558.0	289
2790at543	Complete	NODE_9_length_123825_cov_37.296666	82847	83860	+	271.5	150
2808at543	Complete	NODE_39_length_47213_cov_38.868135	30605	30880	+	171.3	89
2830at543	Complete	NODE_8_length_126545_cov_41.885285	108662	110551	+	1101.7	546
2834at543	Complete	NODE_16_length_86943_cov_42.279511	73798	74313	+	288.1	165
2835at543	Complete	NODE_43_length_41508_cov_43.498876	16815	16462	-	230.2	117
2844at543	Complete	NODE_20_length_84241_cov_37.036046	50376	51416	+	665.4	331
2848at543	Complete	NODE_25_length_79707_cov_37.284883	2674	1562	-	660.4	362
2850at543	Complete	NODE_20_length_84241_cov_37.036046	54340	54576	+	172.0	78
2856at543	Complete	NODE_43_length_41508_cov_43.498876	9242	9652	+	272.4	135
2865at543	Complete	NODE_8_length_126545_cov_41.885285	100508	103180	+	1750.8	897
2872at543	Complete	NODE_30_length_69036_cov_41.149327	2181	2834	+	440.4	213
2937at543	Complete	NODE_90_length_11481_cov_41.970231	8603	9052	+	272.2	149
2953at543	Complete	NODE_45_length_36631_cov_36.253287	20985	21182	+	143.4	65
2967at543	Complete	NODE_2_length_157429_cov_38.171358	35150	35812	+	300.1	170
2970at543	Complete	NODE_2_length_157429_cov_38.171358	71489	71791	+	182.4	96
2973at543	Complete	NODE_29_length_69919_cov_43.020805	48531	48055	-	283.6	153
2976at543	Complete	NODE_46_length_34184_cov_43.893884	13670	13431	-	170.1	79
2979at543	Complete	NODE_8_length_126545_cov_41.885285	18395	17925	-	281.4	160
3808at543	Complete	NODE_38_length_48580_cov_35.344705	16121	16534	+	280.8	135
3817at543	Complete	NODE_17_length_86457_cov_41.702653	517	305	-	154.1	70
3848at543	Complete	NODE_5_length_138947_cov_37.421618	41609	42010	+	245.4	133
3868at543	Complete	NODE_12_length_106079_cov_39.536715	27878	28672	+	572.1	264
3871at543	Complete	NODE_2_length_157429_cov_38.171358	70384	70926	+	400.5	180
3917at543	Complete	NODE_9_length_123825_cov_37.296666	9551	8862	-	460.3	225
3933at543	Complete	NODE_19_length_85129_cov_38.767276	50721	49594	-	815.9	374
3934at543	Complete	NODE_45_length_36631_cov_36.253287	10799	10209	-	373.1	194
3947at543	Complete	NODE_54_length_28184_cov_41.894607	5162	5413	+	161.9	82
3979at543	Complete	NODE_72_length_16341_cov_36.526767	14273	14725	+	302.5	150
3990at543	Complete	NODE_11_length_117034_cov_40.464403	43160	42894	-	180.8	87
3993at543	Complete	NODE_25_length_79707_cov_37.284883	53712	54368	+	434.9	215
4006at543	Complete	NODE_31_length_58399_cov_38.812466	36435	35212	-	882.5	406
4013at543	Complete	NODE_6_length_131096_cov_36.333598	70381	71352	+	647.1	319
4032at543	Complete	NODE_84_length_12824_cov_36.455068	1439	969	-	333.6	154
4038at543	Complete	NODE_38_length_48580_cov_35.344705	37109	36303	-	544.5	266
4040at543	Complete	NODE_16_length_86943_cov_42.279511	85991	86536	+	329.7	176
4044at543	Complete	NODE_4_length_139564_cov_44.158667	103157	102567	-	301.5	158
4085at543	Complete	NODE_1_length_276430_cov_40.515391	137633	137878	+	161.4	80
4100at543	Complete	NODE_39_length_47213_cov_38.868135	18610	17801	-	552.3	269
4103at543	Complete	NODE_4_length_139564_cov_44.158667	74892	75497	+	397.7	200
4130at543	Complete	NODE_24_length_79963_cov_36.490030	3605	3015	-	371.9	195
4131at543	Complete	NODE_10_length_119716_cov_38.250842	17484	17930	+	330.7	147
4137at543	Complete	NODE_12_length_106079_cov_39.536715	87617	88288	+	450.4	221
4146at543	Complete	NODE_58_length_27727_cov_38.767101	26473	25544	-	637.8	306
4165at543	Complete	NODE_10_length_119716_cov_38.250842	58440	59081	+	382.7	213
4175at543	Complete	NODE_80_length_15350_cov_39.048414	7135	7878	+	499.0	247
4176at543	Complete	NODE_46_length_34184_cov_43.893884	18936	18493	-	278.3	146
4186at543	Complete	NODE_37_length_49199_cov_38.911069	7925	10726	+	1907.0	919
4195at543	Complete	NODE_37_length_49199_cov_38.911069	47499	48494	+	613.2	329
4200at543	Complete	NODE_16_length_86943_cov_42.279511	1388	1726	+	240.9	112
4202at543	Complete	NODE_12_length_106079_cov_39.536715	104782	105516	+	489.4	243
4206at543	Complete	NODE_2_length_157429_cov_38.171358	59273	58056	-	925.7	404
4215at543	Complete	NODE_22_length_80627_cov_36.893466	33831	34712	+	569.8	286
4216at543	Complete	NODE_34_length_53173_cov_42.168382	14725	14177	-	326.6	174
4218at543	Complete	NODE_25_length_79707_cov_37.284883	37632	37979	+	228.3	113
4230at543	Complete	NODE_18_length_85840_cov_40.696849	62957	61224	-	1147.5	577
4237at543	Complete	NODE_10_length_119716_cov_38.250842	24588	25388	+	567.7	266
4239at543	Complete	NODE_18_length_85840_cov_40.696849	21786	24641	+	2066.6	950
4256at543	Complete	NODE_48_length_31921_cov_35.968831	28740	28225	-	365.6	168
4257at543	Complete	NODE_1_length_276430_cov_40.515391	202622	203392	+	480.4	255
4272at543	Complete	NODE_25_length_79707_cov_37.284883	43386	42739	-	437.4	211
4277at543	Complete	NODE_84_length_12824_cov_36.455068	11068	9941	-	767.7	375
4278at543	Complete	NODE_48_length_31921_cov_35.968831	30446	28890	-	1009.0	512
4280at543	Complete	NODE_7_length_130108_cov_39.332856	127951	126302	-	1197.7	548
4283at543	Complete	NODE_2_length_157429_cov_38.171358	66669	69395	+	1873.9	905
4285at543	Complete	NODE_24_length_79963_cov_36.490030	15385	13958	-	928.6	470
4308at543	Complete	NODE_22_length_80627_cov_36.893466	6338	6955	+	411.7	199
4317at543	Complete	NODE_10_length_119716_cov_38.250842	68798	69763	+	711.1	321
4322at543	Complete	NODE_30_length_69036_cov_41.149327	43661	42144	-	1006.6	502
4337at543	Complete	NODE_10_length_119716_cov_38.250842	66736	67377	+	410.3	211
