ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
25	1	3	3	0.000000	1614.000000	1614.000000	0.000000	0.000000	0	831	0
26	4	2	3	0.000000	1615.000000	1549.500000	0.000000	0.000000	0	846	0
27	54	1	1	0.000000	53.611111	53.611111	0.000000	0.000000	0	76	0
28	6	1	0	0.000000	116.833333	116.833333	0.000000	0.000000	0	59	0
29	2	7	2	0.000000	1620.000000	744.500000	0.000000	0.000000	0	840	0
30	63	1	1	0.000000	103.412698	96.587302	0.000000	0.000000	0	200	0
31	2	1	0	0.000000	121.500000	121.500000	0.000000	0.000000	0	59	0
32	1	1	3	0.000000	376.000000	376.000000	0.000000	0.000000	0	180	0
33	2	3	2	0.000000	1566.000000	939.000000	0.000000	0.000000	0	839	0
34	2	0	1	0.000000	157.500000	154.500000	0.000000	0.000000	0	78	0
35	5	0	2	0.000000	243.200000	242.800000	0.000000	0.000000	0	173	0
36	14	1	0	0.000000	111.714286	110.571429	0.000000	0.000000	0	81	0
37	21	1	2	0.000000	102.190476	80.952381	0.000000	0.000000	0	96	0
38	57	1	1	0.000000	107.245614	106.070175	0.000000	0.000000	0	222	0
39	2	2	2	0.000000	416.000000	224.000000	0.000000	0.000000	0	230	0
40	2	0	1	0.000000	107.500000	76.000000	0.000000	0.000000	0	66	0
41	4	2	0	0.000000	162.500000	161.750000	0.000000	0.000000	0	98	0
42	1	1	4	0.000000	848.000000	848.000000	0.000000	0.000000	0	429	0
43	47369	0	1	0.000000	67.209377	26.802022	0.000000	0.000000	0	9627	0
44	370	1	1	0.000000	89.675676	83.354054	0.000000	0.000000	0	189	0
45	616	1	1	0.000000	165.811688	138.641234	0.000000	0.000000	0	457	0
46	64	2	2	0.000000	209.859375	165.718750	0.000000	0.000000	0	127	0
47	5465	1	1	0.000000	970.858920	688.084355	0.000000	0.000000	0	15427	0
48	1313	2	3	0.000000	358.428027	303.125666	0.000000	0.000000	0	1563	0
49	45	1	0	0.000000	70.244444	68.600000	0.000000	0.000000	0	75	0
50	121	2	0	0.000000	59.181818	57.297521	0.000000	0.000000	0	86	0
51	3	0	1	0.000000	52.000000	52.000000	0.000000	0.000000	0	29	0
52	17325	2	1	0.000000	68.098932	65.180664	0.000000	0.000000	0	3553	0
53	1	1	1	0.000000	55.000000	55.000000	0.000000	0.000000	0	29	0
54	2	0	2	0.000000	136.000000	136.000000	0.000000	0.000000	0	61	0
55	1	0	1	0.000000	113.000000	112.000000	0.000000	0.000000	0	39	0
56	1	1	0	0.000000	35.000000	34.000000	0.000000	0.000000	0	20	0
57	5	2	2	0.000000	213.200000	211.400000	0.000000	0.000000	0	107	0
58	15	1	1	0.000000	95.600000	95.600000	0.000000	0.000000	0	63	0
59	11	1	1	0.000000	98.454545	98.454545	0.000000	0.000000	0	59	0
60	25506	1	1	0.000000	72.136635	69.651376	0.000000	0.000000	0	5514	0
61	3	1	2	0.000000	406.000000	406.000000	0.000000	0.000000	0	241	0
62	3	1	2	0.000000	660.666667	660.666667	0.000000	0.000000	0	363	0
63	1	1	3	0.000000	1224.000000	1218.000000	0.000000	0.000000	0	612	0
64	1	2	5	0.000000	2032.000000	1897.000000	0.000000	0.000000	0	999	0
65	1	1	1	0.000000	1989.000000	1854.000000	0.000000	0.000000	0	976	0
66	2	1	0	0.000000	115.500000	114.500000	0.000000	0.000000	0	59	0
67	53	0	0	0.000000	182.962264	175.886792	0.000000	0.000000	0	111	0
68	87897	0	1	0.000000	70.687657	2.704017	0.000000	0.000000	0	18717	0
69	191	3	1	0.000000	2158.089005	1623.664921	0.000000	0.000000	0	2427	0
70	1	1	1	0.000000	1473.000000	1473.000000	0.000000	0.000000	0	707	0
71	62	4	2	0.000000	1681.580645	1597.145161	0.000000	0.000000	0	1187	0
72	1	3	1	0.000000	324.000000	324.000000	0.000000	0.000000	0	157	0
73	3	2	1	0.000000	130.000000	130.000000	0.000000	0.000000	0	61	0
74	15415	1	0	0.000000	60.036588	58.196432	0.000000	0.000000	0	2811	0
75	81	4	1	0.000000	2793.444444	2263.493827	0.000000	0.000000	0	2050	0
76	1	2	1	0.000000	552.000000	548.000000	0.000000	0.000000	0	266	0
77	1	3	1	0.000000	295.000000	295.000000	0.000000	0.000000	0	142	0
78	1	2	1	0.000000	149.000000	149.000000	0.000000	0.000000	0	71	0
79	576	2	2	0.000000	3413.501736	2509.968750	0.000000	0.000000	0	7168	0
80	5920	0	0	0.000000	68.724662	66.361318	0.000000	0.000000	0	1232	0
81	7060	0	0	0.000000	66.545892	63.418272	0.000000	0.000000	0	1413	0
82	7417	0	1	0.000000	71.099906	69.207092	0.000000	0.000000	0	1547	0
83	1	2	1	0.000000	1237.000000	1237.000000	0.000000	0.000000	0	594	0
84	2	4	2	0.000000	805.000000	801.000000	0.000000	0.000000	0	378	0
85	442	1	1	0.000000	78.599548	77.022624	0.000000	0.000000	0	139	0
86	1	3	1	0.000000	599.000000	599.000000	0.000000	0.000000	0	289	0
87	2	3	1	0.000000	383.000000	382.000000	0.000000	0.000000	0	184	0
88	1	2	1	0.000000	97.000000	97.000000	0.000000	0.000000	0	45	0
89	11091	1	0	0.000000	67.461455	65.206744	0.000000	0.000000	0	2318	0
90	2	6	1	0.000000	1007.000000	366.000000	0.000000	0.000000	0	507	0
91	1	1	1	0.000000	5472.000000	5472.000000	0.000000	0.000000	0	32	0
92	19	1	0	0.000000	145.210526	141.789474	0.000000	0.000000	0	111	0
93	40773	0	1	0.000000	64.998504	62.777598	0.000000	0.000000	0	8066	0
94	51	0	0	0.000000	128.039216	87.901961	0.000000	0.000000	0	72	0
95	35230	0	2	0.000000	69.386574	66.934204	0.000000	0.000000	0	7388	0
96	2	1	1	0.000000	90.000000	89.500000	0.000000	0.000000	0	51	0
97	12	1	1	0.000000	155.083333	149.416667	0.000000	0.000000	0	142	0
98	47	2	2	0.000000	509.617021	450.808511	0.000000	0.000000	0	267	0
99	27	2	1	0.000000	225.629630	67.629630	0.000000	0.000000	0	119	0
100	233	2	2	0.000000	122.218884	82.154506	0.000000	0.000000	0	195	0
101	11	1	1	0.000000	62.181818	60.000000	0.000000	0.000000	0	30	0
102	1573	2	2	0.000000	195.591863	173.059123	0.000000	0.000000	0	1102	0
103	7314	0	0	0.000000	65.617173	63.479355	0.000000	0.000000	0	1496	0
104	6	0	0	0.000000	151.666667	149.833333	0.000000	0.000000	0	74	0
105	840	1	0	0.000000	60.142857	57.515476	0.000000	0.000000	0	189	0
106	1	3	1	0.000000	474.000000	470.000000	0.000000	0.000000	0	215	0
107	4	2	1	0.000000	226.750000	161.000000	0.000000	0.000000	0	103	0
108	1	2	1	0.000000	146.000000	87.000000	0.000000	0.000000	0	65	0
109	11	2	2	0.000000	1564.181818	1014.545455	0.000000	0.000000	0	883	0
110	1	2	1	0.000000	121.000000	121.000000	0.000000	0.000000	0	64	0
111	164	2	2	0.000000	2170.024390	1418.963415	0.000000	0.000000	0	2234	0
112	8	1	1	0.000000	1836.250000	1762.375000	0.000000	0.000000	0	959	0
113	47	2	2	0.000000	2176.468085	1430.744681	0.000000	0.000000	0	1281	0
114	223	1	1	0.000000	1599.699552	972.946188	0.000000	0.000000	0	1673	0
115	19	1	1	0.000000	1293.789474	1002.210526	0.000000	0.000000	0	745	0
116	27	2	2	0.000000	1317.185185	1109.481481	0.000000	0.000000	0	847	0
117	45	1	1	0.000000	61.977778	61.977778	0.000000	0.000000	0	40	0
118	1	1	2	0.000000	157.000000	157.000000	0.000000	0.000000	0	76	0
119	12	0	2	0.000000	253.833333	228.750000	0.000000	0.000000	0	129	0
120	2	2	0	0.000000	101.000000	72.000000	0.000000	0.000000	0	47	0
121	1	1	1	0.000000	125.000000	125.000000	0.000000	0.000000	0	62	0
122	1	2	2	0.000000	217.000000	217.000000	0.000000	0.000000	0	106	0
123	4	2	1	0.000000	73.250000	73.250000	0.000000	0.000000	0	43	0
124	1	1	2	0.000000	271.000000	271.000000	0.000000	0.000000	0	137	0
125	2	2	2	0.000000	454.000000	393.500000	0.000000	0.000000	0	201	0
126	4	2	1	0.000000	72.250000	72.250000	0.000000	0.000000	0	78	0
127	36	1	0	0.000000	99.111111	98.444444	0.000000	0.000000	0	91	0
128	1	0	1	0.000000	162.000000	161.000000	0.000000	0.000000	0	86	0
129	20095	1	0	0.000000	65.294252	62.028166	0.000000	0.000000	0	4188	0
130	2	0	0	0.000000	167.000000	167.000000	0.000000	0.000000	0	81	0
131	41190	1	1	0.000000	76.174605	73.175407	0.000000	0.000000	0	9496	0
132	84726	1	1	0.000000	69.209688	1.357612	0.000000	0.000000	0	17829	0
133	1	2	1	0.000000	545.000000	545.000000	0.000000	0.000000	0	256	0
134	2	3	1	0.000000	286.500000	286.500000	0.000000	0.000000	0	133	0
135	1	2	1	0.000000	117.000000	117.000000	0.000000	0.000000	0	53	0
136	1	4	1	0.000000	479.000000	479.000000	0.000000	0.000000	0	236	0
137	16	2	1	0.000000	249.875000	246.625000	0.000000	0.000000	0	218	0
138	1	1	0	0.000000	108.000000	106.000000	0.000000	0.000000	0	52	0
139	11	1	1	0.000000	35.545455	35.545455	0.000000	0.000000	0	22	0
140	1	0	2	0.000000	103.000000	103.000000	0.000000	0.000000	0	56	0
141	33181	1	0	0.000000	69.391248	34.302281	0.000000	0.000000	0	7092	0
142	129	1	1	0.000000	93.511628	91.426357	0.000000	0.000000	0	96	0
143	250	2	2	0.000000	251.996000	205.480000	0.000000	0.000000	0	305	0
144	2	1	0	0.000000	104.500000	104.500000	0.000000	0.000000	0	53	0
145	1	1	3	0.000000	326.000000	323.000000	0.000000	0.000000	0	163	0
146	3	2	2	0.000000	1964.666667	1826.000000	0.000000	0.000000	0	980	0
147	1	2	2	0.000000	1750.000000	1682.000000	0.000000	0.000000	0	859	0
148	2	0	1	0.000000	100.500000	99.500000	0.000000	0.000000	0	53	0
149	46	2	1	0.000000	80.413043	63.108696	0.000000	0.000000	0	133	0
150	2	2	1	0.000000	191.000000	189.500000	0.000000	0.000000	0	116	0
151	4	0	1	0.000000	103.750000	102.750000	0.000000	0.000000	0	54	0
152	3	1	0	0.000000	157.000000	157.000000	0.000000	0.000000	0	116	0
153	1	0	0	0.000000	153.000000	152.000000	0.000000	0.000000	0	83	0
154	151	2	0	0.000000	128.556291	88.337748	0.000000	0.000000	0	130	0
155	6	1	1	0.000000	83.500000	80.000000	0.000000	0.000000	0	35	0
156	2	1	2	0.000000	127.500000	121.500000	0.000000	0.000000	0	59	0
157	58	2	2	0.000000	145.793103	143.362069	0.000000	0.000000	0	151	0
158	24109	1	0	0.000000	68.225144	16.699905	0.000000	0.000000	0	5070	0
159	6	1	1	0.000000	52.666667	52.666667	0.000000	0.000000	0	25	0
160	26	1	1	0.000000	66.346154	62.961538	0.000000	0.000000	0	39	0
161	1	1	3	0.000000	206.000000	202.000000	0.000000	0.000000	0	107	0
162	23	1	1	0.000000	3170.086957	2857.826087	0.000000	0.000000	0	1960	0
163	1603	1	0	0.000000	56.635059	54.464130	0.000000	0.000000	0	276	0
164	11940	1	0	0.000000	64.550419	62.128057	0.000000	0.000000	0	2339	0
165	4	1	2	0.000000	157.250000	157.250000	0.000000	0.000000	0	88	0
166	24043	1	2	0.000000	78.503390	75.299879	0.000000	0.000000	0	5906	0
167	162	1	0	0.000000	55.345679	54.580247	0.000000	0.000000	0	47	0
168	3	1	2	0.000000	119.000000	118.000000	0.000000	0.000000	0	64	0
169	1	1	2	0.000000	212.000000	211.000000	0.000000	0.000000	0	108	0
170	14544	1	1	0.000000	67.433100	65.349629	0.000000	0.000000	0	2993	0
171	13579	1	0	0.000000	66.739230	64.613889	0.000000	0.000000	0	2815	0
172	48356	1	1	0.000000	62.303664	60.042497	0.000000	0.000000	0	9061	0
173	2	1	2	0.000000	146.000000	144.000000	0.000000	0.000000	0	75	0
174	6255	1	1	0.000000	78.348521	74.078497	0.000000	0.000000	0	1491	0
175	1	1	3	0.000000	440.000000	131.000000	0.000000	0.000000	0	181	0
176	52571	1	1	0.000000	65.134884	62.609005	0.000000	0.000000	0	10206	0
177	1	1	2	0.000000	119.000000	116.000000	0.000000	0.000000	0	66	0
178	2314	1	0	0.000000	65.022472	62.047969	0.000000	0.000000	0	475	0
179	11268	1	1	0.000000	52.630103	50.205627	0.000000	0.000000	0	1855	0
180	1	1	2	0.000000	278.000000	197.000000	0.000000	0.000000	0	106	0
181	1	1	2	0.000000	383.000000	300.000000	0.000000	0.000000	0	155	0
182	1	1	3	0.000000	784.000000	521.000000	0.000000	0.000000	0	367	0
183	5583	1	0	0.000000	70.320258	67.588393	0.000000	0.000000	0	1193	0
184	1	1	3	0.000000	248.000000	243.000000	0.000000	0.000000	0	129	0
185	1	1	3	0.000000	467.000000	455.000000	0.000000	0.000000	0	238	0
186	3671	1	1	0.000000	82.523835	78.768183	0.000000	0.000000	0	956	0
187	29	1	1	0.000000	63.275862	60.310345	0.000000	0.000000	0	40	0
188	1	1	2	0.000000	131.000000	128.000000	0.000000	0.000000	0	61	0
189	11256	1	1	0.000000	75.231077	72.193319	0.000000	0.000000	0	2611	0
190	2	1	2	0.000000	171.000000	124.500000	0.000000	0.000000	0	84	0
191	2362	1	1	0.000000	80.922947	78.969941	0.000000	0.000000	0	609	0
192	1	1	2	0.000000	221.000000	157.000000	0.000000	0.000000	0	84	0
193	2	1	3	0.000000	325.000000	218.500000	0.000000	0.000000	0	171	0
194	24459	1	0	0.000000	67.059651	64.871704	0.000000	0.000000	0	4908	0
195	68	2	2	0.000000	207.411765	203.955882	0.000000	0.000000	0	142	0
196	33	1	1	0.000000	64.969697	64.969697	0.000000	0.000000	0	38	0
197	1644	1	0	0.000000	66.078467	63.554136	0.000000	0.000000	0	364	0
198	19675	1	0	0.000000	67.813520	65.310801	0.000000	0.000000	0	4088	0
199	2	1	2	0.000000	91.000000	91.000000	0.000000	0.000000	0	45	0
200	1295	1	1	0.000000	61.180695	59.955985	0.000000	0.000000	0	258	0
201	1362	1	0	0.000000	71.477239	69.634361	0.000000	0.000000	0	340	0
202	5601	1	0	0.000000	67.819497	65.645420	0.000000	0.000000	0	1159	0
203	5187	1	1	0.000000	127.060922	119.139387	0.000000	0.000000	0	2089	0
204	1	1	3	0.000000	211.000000	73.000000	0.000000	0.000000	0	76	0
205	176	2	1	0.000000	195.267045	174.380682	0.000000	0.000000	0	183	0
206	30	1	1	0.000000	62.133333	57.366667	0.000000	0.000000	0	42	0
207	6587	1	0	0.000000	62.734022	60.631851	0.000000	0.000000	0	1256	0
208	22345	1	0	0.000000	67.515686	65.265473	0.000000	0.000000	0	4602	0
209	11344	1	1	0.000000	71.923836	69.229725	0.000000	0.000000	0	2531	0
210	1487	1	1	0.000000	81.641560	79.070612	0.000000	0.000000	0	391	0
211	4471	1	1	0.000000	61.172445	59.157236	0.000000	0.000000	0	848	0
212	720	1	0	0.000000	87.434722	85.706944	0.000000	0.000000	0	214	0
213	955	2	2	0.000000	151.796859	124.278534	0.000000	0.000000	0	487	0
214	122	2	2	0.000000	343.581967	217.106557	0.000000	0.000000	0	332	0
215	12	2	1	0.000000	345.583333	156.000000	0.000000	0.000000	0	172	0
216	23	2	1	0.000000	249.565217	173.086957	0.000000	0.000000	0	131	0
217	8394	1	0	0.000000	67.671194	65.911961	0.000000	0.000000	0	1740	0
218	4	1	2	0.000000	112.000000	64.500000	0.000000	0.000000	0	58	0
219	1315	1	0	0.000000	62.953612	58.542205	0.000000	0.000000	0	267	0
220	1408	1	1	0.000000	203.007812	168.416193	0.000000	0.000000	0	1112	0
221	1	1	2	0.000000	107.000000	107.000000	0.000000	0.000000	0	56	0
222	2	1	3	0.000000	255.500000	252.500000	0.000000	0.000000	0	133	0
223	11126	0	2	0.000000	77.421445	73.599587	0.000000	0.000000	0	2750	0
224	174	2	1	0.000000	132.712644	129.034483	0.000000	0.000000	0	196	0
225	117	1	1	0.000000	131.709402	129.615385	0.000000	0.000000	0	115	0
226	311	2	2	0.000000	174.993569	119.581994	0.000000	0.000000	0	255	0
227	113	1	1	0.000000	126.300885	124.362832	0.000000	0.000000	0	96	0
228	225	1	1	0.000000	191.422222	187.417778	0.000000	0.000000	0	232	0
229	328	2	2	0.000000	232.121951	190.850610	0.000000	0.000000	0	347	0
230	30	1	1	0.000000	75.666667	74.633333	0.000000	0.000000	0	61	0
231	113	2	2	0.000000	230.592920	222.292035	0.000000	0.000000	0	238	0
232	480	1	1	0.000000	136.329167	108.339583	0.000000	0.000000	0	264	0
233	480	2	2	0.000000	241.762500	209.720833	0.000000	0.000000	0	505	0
234	69	1	1	0.000000	132.086957	130.724638	0.000000	0.000000	0	101	0
235	10	2	2	0.000000	268.600000	265.000000	0.000000	0.000000	0	154	0
236	5196	1	0	0.000000	130.401078	122.112972	0.000000	0.000000	0	2077	0
237	7	2	2	0.000000	298.000000	294.857143	0.000000	0.000000	0	155	0
238	16	2	1	0.000000	202.062500	160.312500	0.000000	0.000000	0	96	0
239	15	1	1	0.000000	134.866667	133.333333	0.000000	0.000000	0	52	0
240	57	2	4	0.000000	274.561404	170.684211	0.000000	0.000000	0	146	0
241	8	2	1	0.000000	263.625000	120.875000	0.000000	0.000000	0	100	0
242	31	1	1	0.000000	56.483871	54.967742	0.000000	0.000000	0	33	0
243	39	1	1	0.000000	80.307692	78.974359	0.000000	0.000000	0	63	0
244	15	1	1	0.000000	66.266667	65.400000	0.000000	0.000000	0	43	0
245	13	0	0	0.000000	136.769231	132.615385	0.000000	0.000000	0	60	0
246	77835	1	0	0.000000	65.824102	63.567110	0.000000	0.000000	0	15478	0
247	795	0	1	0.000000	92.920755	87.930818	0.000000	0.000000	0	237	0
248	29	2	2	0.000000	286.793103	257.000000	0.000000	0.000000	0	198	0
249	145	2	1	0.000000	231.724138	179.689655	0.000000	0.000000	0	235	0
250	195	2	2	0.000000	579.461538	489.435897	0.000000	0.000000	0	557	0
251	38	2	1	0.000000	350.289474	201.026316	0.000000	0.000000	0	211	0
252	2	1	1	0.000000	266.000000	164.500000	0.000000	0.000000	0	124	0
253	919	2	2	0.000000	549.527748	424.387378	0.000000	0.000000	0	1794	0
254	2826	0	0	0.000000	71.453291	69.691791	0.000000	0.000000	0	715	0
255	339	2	2	0.000000	138.380531	86.631268	0.000000	0.000000	0	213	0
256	567	1	1	0.000000	37.326279	35.950617	0.000000	0.000000	0	154	0
257	128	0	0	0.000000	144.023438	76.226562	0.000000	0.000000	0	120	0
258	167	0	0	0.000000	119.724551	73.520958	0.000000	0.000000	0	140	0
259	422	2	2	0.000000	139.092417	98.000000	0.000000	0.000000	0	257	0
260	23003	1	1	0.000000	76.800939	73.428901	0.000000	0.000000	0	5636	0
261	3	0	0	0.000000	128.000000	128.000000	0.000000	0.000000	0	60	0
262	112	0	0	0.000000	152.892857	107.196429	0.000000	0.000000	0	138	0
263	21	0	0	0.000000	112.619048	112.380952	0.000000	0.000000	0	64	0
264	299	2	2	0.000000	96.675585	72.658863	0.000000	0.000000	0	167	0
265	326	0	0	0.000000	124.819018	106.260736	0.000000	0.000000	0	226	0
266	499	1	1	0.000000	26.981964	26.454910	0.000000	0.000000	0	112	0
267	323	2	2	0.000000	125.671827	103.455108	0.000000	0.000000	0	202	0
268	499	1	1	0.000000	47.975952	47.242485	0.000000	0.000000	0	147	0
269	373	1	1	0.000000	58.104558	56.203753	0.000000	0.000000	0	122	0
270	425	2	2	0.000000	138.908235	101.263529	0.000000	0.000000	0	257	0
271	68	0	0	0.000000	139.514706	91.000000	0.000000	0.000000	0	106	0
272	1140	1	1	0.000000	71.958772	65.294737	0.000000	0.000000	0	409	0
273	11	0	0	0.000000	113.090909	109.818182	0.000000	0.000000	0	64	0
274	17	0	0	0.000000	113.764706	111.352941	0.000000	0.000000	0	56	0
275	257	0	0	0.000000	187.533074	122.785992	0.000000	0.000000	0	215	0
276	194	2	2	0.000000	220.556701	209.597938	0.000000	0.000000	0	230	0
277	6754	0	1	0.000000	79.002813	76.212911	0.000000	0.000000	0	1583	0
278	1	2	1	0.000000	227.000000	227.000000	0.000000	0.000000	0	105	0
279	1	2	1	0.000000	155.000000	155.000000	0.000000	0.000000	0	73	0
280	1	1	2	0.000000	139.000000	139.000000	0.000000	0.000000	0	73	0
281	1	1	3	0.000000	336.000000	336.000000	0.000000	0.000000	0	170	0
282	1	1	3	0.000000	485.000000	484.000000	0.000000	0.000000	0	245	0
283	1	1	2	0.000000	873.000000	869.000000	0.000000	0.000000	0	442	0
284	198	0	0	0.000000	94.080808	74.858586	0.000000	0.000000	0	106	0
285	18	2	2	0.000000	426.888889	344.722222	0.000000	0.000000	0	237	0
286	42	0	1	0.000000	119.785714	117.809524	0.000000	0.000000	0	70	0
287	67	1	0	0.000000	102.268657	100.925373	0.000000	0.000000	0	82	0
288	7	1	2	0.000000	345.142857	268.571429	0.000000	0.000000	0	178	0
289	29081	1	1	0.000000	63.899316	33.726660	0.000000	0.000000	0	5688	0
290	169	2	2	0.000000	153.970414	105.023669	0.000000	0.000000	0	117	0
291	9	1	1	0.000000	85.444444	85.000000	0.000000	0.000000	0	51	0
292	11	1	1	0.000000	42.727273	40.727273	0.000000	0.000000	0	26	0
293	55	2	2	0.000000	128.600000	92.345455	0.000000	0.000000	0	92	0
294	24109	1	1	0.000000	114.948194	109.715252	0.000000	0.000000	0	8433	0
295	1	4	1	0.000000	615.000000	601.000000	0.000000	0.000000	0	325	0
296	4	2	1	0.000000	93.750000	93.750000	0.000000	0.000000	0	57	0
297	54	1	1	0.000000	1807.296296	1365.574074	0.000000	0.000000	0	1189	0
298	1772	1	1	0.000000	116.297404	110.846501	0.000000	0.000000	0	716	0
299	317	1	1	0.000000	129.164038	117.022082	0.000000	0.000000	0	242	0
300	34	2	2	0.000000	212.500000	139.911765	0.000000	0.000000	0	127	0
301	129	1	1	0.000000	90.705426	86.077519	0.000000	0.000000	0	89	0
302	121	2	2	0.000000	209.008264	136.669421	0.000000	0.000000	0	189	0
303	73	1	1	0.000000	127.383562	124.904110	0.000000	0.000000	0	90	0
304	8	2	2	0.000000	226.375000	225.250000	0.000000	0.000000	0	117	0
305	51	1	1	0.000000	118.000000	114.901961	0.000000	0.000000	0	79	0
306	24	2	2	0.000000	253.416667	244.333333	0.000000	0.000000	0	148	0
307	55	1	1	0.000000	121.109091	119.054545	0.000000	0.000000	0	79	0
308	58	2	2	0.000000	233.379310	155.775862	0.000000	0.000000	0	146	0
309	136	2	2	0.000000	247.852941	158.301471	0.000000	0.000000	0	217	0
310	129	1	1	0.000000	131.434109	127.325581	0.000000	0.000000	0	113	0
311	61	1	1	0.000000	100.557377	99.049180	0.000000	0.000000	0	78	0
312	114	2	2	0.000000	195.596491	167.385965	0.000000	0.000000	0	186	0
313	466	1	1	0.000000	141.394850	112.553648	0.000000	0.000000	0	324	0
314	466	1	1	0.000000	46.847639	45.821888	0.000000	0.000000	0	144	0
315	155	1	1	0.000000	96.670968	94.658065	0.000000	0.000000	0	93	0
316	1	2	2	0.000000	222.000000	218.000000	0.000000	0.000000	0	118	0
317	186	1	1	0.000000	133.532258	130.655914	0.000000	0.000000	0	144	0
318	47	2	2	0.000000	244.765957	238.127660	0.000000	0.000000	0	149	0
319	5	2	2	0.000000	257.600000	254.000000	0.000000	0.000000	0	124	0
320	54	1	1	0.000000	115.444444	114.351852	0.000000	0.000000	0	73	0
321	39	2	2	0.000000	232.179487	167.564103	0.000000	0.000000	0	149	0
322	175	1	1	0.000000	124.417143	121.714286	0.000000	0.000000	0	135	0
323	5	2	2	0.000000	323.400000	319.200000	0.000000	0.000000	0	171	0
324	23	2	2	0.000000	245.478261	242.434783	0.000000	0.000000	0	141	0
325	94	1	1	0.000000	105.170213	104.053191	0.000000	0.000000	0	86	0
326	634	1	1	0.000000	137.714511	130.900631	0.000000	0.000000	0	314	0
327	4	3	1	0.000000	953.000000	920.500000	0.000000	0.000000	0	468	0
328	1	3	1	0.000000	314.000000	298.000000	0.000000	0.000000	0	161	0
329	94	1	1	0.000000	841.574468	583.478723	0.000000	0.000000	0	642	0
330	5	2	2	0.000000	1086.600000	630.400000	0.000000	0.000000	0	559	0
331	23	2	2	0.000000	956.652174	480.173913	0.000000	0.000000	0	527	0
332	31	1	1	0.000000	801.193548	517.741935	0.000000	0.000000	0	474	0
333	43	2	2	0.000000	900.534884	588.604651	0.000000	0.000000	0	553	0
334	4	1	1	0.000000	788.000000	571.500000	0.000000	0.000000	0	389	0
335	1517	1	0	0.000000	110.235992	107.357284	0.000000	0.000000	0	506	0
336	1	2	1	0.000000	323.000000	323.000000	0.000000	0.000000	0	162	0
337	5	2	1	0.000000	257.400000	257.400000	0.000000	0.000000	0	131	0
338	83	1	1	0.000000	143.602410	141.927711	0.000000	0.000000	0	97	0
339	1	2	1	0.000000	285.000000	285.000000	0.000000	0.000000	0	147	0
340	63	2	2	0.000000	2193.444444	1394.968254	0.000000	0.000000	0	1667	0
341	96	1	1	0.000000	132.385417	113.708333	0.000000	0.000000	0	79	0
342	46	1	1	0.000000	123.760870	74.782609	0.000000	0.000000	0	91	0
343	3	2	1	0.000000	373.333333	353.333333	0.000000	0.000000	0	175	0
344	2	0	1	0.000000	104.000000	104.000000	0.000000	0.000000	0	58	0
345	1	1	0	0.000000	122.000000	122.000000	0.000000	0.000000	0	68	0
346	1	1	2	0.000000	631.000000	626.000000	0.000000	0.000000	0	280	0
347	4	2	3	0.000000	853.750000	847.750000	0.000000	0.000000	0	394	0
348	2	2	1	0.000000	732.000000	727.500000	0.000000	0.000000	0	320	0
349	1	2	1	0.000000	555.000000	551.000000	0.000000	0.000000	0	232	0
350	9237	0	0	0.000000	69.770921	67.042222	0.000000	0.000000	0	1993	0
